iter	Logloss
590	0.2770696698
591	0.2770265521
592	0.2767878735
593	0.2764534228
594	0.2760810563
595	0.2759371093
596	0.2757330808
597	0.2754750107
598	0.2752321128
599	0.2749184984
600	0.274641904
601	0.2744498108
602	0.2741252437
603	0.2739501144
604	0.2736741846
605	0.2735180421
606	0.2731677836
607	0.2729084708
608	0.2728825771
609	0.2725918799
610	0.27243672
611	0.2722862706
612	0.2721253308
613	0.2719012752
614	0.2718182477
615	0.2717053384
616	0.2715458436
617	0.2712587299
618	0.2709922213
619	0.2707452774
620	0.2705784422
621	0.2705372897
622	0.2702723416
623	0.2698913343
624	0.2695717378
625	0.2692166531
626	0.2689992442
627	0.2686899359
628	0.2683669293
629	0.2681536819
630	0.267852841
631	0.2674388885
632	0.2673031489
633	0.2668897455
634	0.2666985194
635	0.2664676435
636	0.2663834601
637	0.2661243208
638	0.2658200697
639	0.2655906677
640	0.2655625488
641	0.265397881
642	0.265033982
643	0.2649172003
644	0.2647920955
645	0.2645463365
646	0.264306473
647	0.2640814348
648	0.2640598471
649	0.2636202032
650	0.2634131114
651	0.2633202871
652	0.2630437793
653	0.2627032887
654	0.2626668757
655	0.2624109442
656	0.2623786926
657	0.2620303992
658	0.2618831577
659	0.2615637635
660	0.2613017342
661	0.2611037168
662	0.2608517156
663	0.2605853225
664	0.2604225621
665	0.2601918018
666	0.259981849
667	0.2599252354
668	0.2595989921
669	0.2593094508
670	0.2592822566
671	0.2590450518
672	0.2588699225
673	0.2585576664
674	0.2583171671
675	0.2582925161
676	0.2579744512
677	0.2576906609
678	0.2575910453
679	0.2573647355
680	0.25716614
681	0.256709041
682	0.2563883464
683	0.2562296896
684	0.2561998078
685	0.2560182051
686	0.2558492025
687	0.2555926641
688	0.2554165811
689	0.2551782781
690	0.2549561587
691	0.2546531215
692	0.2543441888
693	0.2540756572
694	0.253878998
695	0.2535593437
696	0.2533307798
697	0.2530940374
698	0.2529130415
699	0.2526048602
700	0.2522349502
701	0.2519771981
702	0.2516878012
703	0.2514468395
704	0.2512252692
705	0.2511962255
706	0.2510295926
707	0.2507710312
708	0.2504520994
709	0.2502168598
710	0.2500311534
711	0.249725862
712	0.2497004307
713	0.2496726874
714	0.2496362166
715	0.2496083577
716	0.2493093375
717	0.2492796869
718	0.2491255096
719	0.2489491665
720	0.2486207557
721	0.2483508948
722	0.2481147593
723	0.2478998069
724	0.2478744044
725	0.2477430864
726	0.2475298968
727	0.2475017779
728	0.2471798694
729	0.2468970617
730	0.2468513142
731	0.2465183374
732	0.2463549412
733	0.2461235451
734	0.2461002234
735	0.2459095175
736	0.2455838521
737	0.2455568025
738	0.2452795722
739	0.2449536757
740	0.244621508
741	0.2443170258
742	0.2440382062
743	0.2437858004
744	0.2437656287
745	0.2434644988
746	0.2430813529
747	0.2426047181
748	0.2424104286
749	0.2423805757
750	0.2419963027
751	0.2416758104
752	0.2413728598
753	0.2411079551
754	0.2409379266
755	0.2408264478
756	0.2408075622
757	0.2405633204
758	0.2401674155
759	0.2398434119
760	0.2396940174
761	0.2394198504
762	0.2392018347
763	0.2389170184
764	0.238756989
765	0.2383820505
766	0.2382771897
767	0.2380370227
768	0.2377484206
769	0.2375345519
770	0.2372635639
771	0.2370147561
772	0.2369818254
773	0.2366944082
774	0.2363916166
775	0.2362556891
776	0.2360715288
777	0.2357119213
778	0.2353211027
779	0.2350547097
780	0.2347679138
781	0.234579751
782	0.2344917818
783	0.2341885422
784	0.2339037115
785	0.2337159532
786	0.2335392923
787	0.2334396478
788	0.2331408154
789	0.2331237793
790	0.2328662294
791	0.2326386481
792	0.2324049979
793	0.2321483005
794	0.2321316401
795	0.2319087115
796	0.2317523089
797	0.231466091
798	0.23129836
799	0.2311418418
800	0.2308812575
801	0.2306139108
802	0.2303928317
803	0.2301385041
804	0.2299183643
805	0.2296307159
806	0.229457624
807	0.2292078914
808	0.228996508
809	0.2287671927
810	0.2284321062
811	0.2282153621
812	0.2281995542
813	0.2280215495
814	0.2280009732
815	0.2276676929
816	0.2274518302
817	0.2271800475
818	0.2269179026
819	0.226510597
820	0.2263221018
821	0.2260467211
822	0.2258060484
823	0.2257897926
824	0.2255100481
825	0.225338459
826	0.2251064416
827	0.2248639049
828	0.2246206746
829	0.2243640495
830	0.2239421931
831	0.2239194783
832	0.2237529755
833	0.223602844
834	0.2235892325
835	0.2233162793
836	0.2231018038
837	0.2228985411
838	0.2227572672
839	0.2227426587
840	0.2224722631
841	0.2222055088
842	0.2221911604
843	0.221952554
844	0.2217232097
845	0.2215580507
846	0.2213339661
847	0.2210983508
848	0.2207757776
849	0.2205996369
850	0.2203317989
851	0.2203190399
852	0.2203016859
853	0.2200793931
854	0.2197736104
855	0.2197503466
856	0.2195254962
857	0.2191498207
858	0.2189551267
859	0.2186493585
860	0.218430418
861	0.218245434
862	0.2182285713
863	0.2180402929
864	0.2177725705
865	0.2175147317
866	0.2172975829
867	0.2170929764
868	0.2168967652
869	0.2167520234
870	0.216528748
871	0.2161552545
872	0.2158715075
873	0.2156631007
874	0.2153328404
875	0.2150661295
876	0.2148620143
877	0.2146536798
878	0.2144822496
879	0.2142645807
880	0.2140490214
881	0.2139347828
882	0.2137454784
883	0.2135466951
884	0.2135331703
885	0.2131462386
886	0.2129613703
887	0.2129495505
888	0.2126537381
889	0.21238551
890	0.2120818225
891	0.2119548682
892	0.2117192528
893	0.2115622145
894	0.2113008788
895	0.2111245069
896	0.2108598478
897	0.2106018211
898	0.2103527242
899	0.2101426269
900	0.2099090923
901	0.2096540278
902	0.2094729163
903	0.2092964721
904	0.2090859413
905	0.2088699919
906	0.2085435174
907	0.2082295851
908	0.2080503233
909	0.2076595191
910	0.207453063
911	0.207254063
912	0.2072412895
913	0.2069315766
914	0.2068267447
915	0.2066359664
916	0.2064468644
917	0.2062261321
918	0.20600894
919	0.2057546124
920	0.2055083333
921	0.2054851272
922	0.2053398942
923	0.2051451423
924	0.2050135786
925	0.2048336954
926	0.2046331926
927	0.2044424433
928	0.2042590199
929	0.2041033254
930	0.2038726373
931	0.2037450184
932	0.2035761458
933	0.2033399958
934	0.2032208298
935	0.2029687708
936	0.2028741837
937	0.2025792093
938	0.2023627686
939	0.2021631617
940	0.2019837842
941	0.2017697999
942	0.2015656558
943	0.2014139204
944	0.2012026527
945	0.2009989421
946	0.2006493193
947	0.2004751148
948	0.2002802618
949	0.2001917723
950	0.2000572898
951	0.1997909979
952	0.1996098576
953	0.199494752
954	0.1992335175
955	0.1990422625
956	0.1990263245
957	0.1988079187
958	0.1985935587
959	0.1983078176
960	0.1981723092
961	0.1978806582
962	0.1977014108
963	0.1975148663
964	0.1973611658
965	0.1972051967
966	0.1971938971
967	0.1969979315
968	0.1967868805
969	0.1965795286
970	0.1963669459
971	0.1960522189
972	0.1958493608
973	0.195612734
974	0.1954172019
975	0.1951798815
976	0.1950490547
977	0.1949547276
978	0.1947569414
979	0.1945160663
980	0.1943086277
981	0.1940904964
982	0.1939950423
983	0.1938861211
984	0.1938744747
985	0.1936256524
986	0.1934804338
987	0.1932693539
988	0.1931336721
989	0.1929562309
990	0.1927794832
991	0.1925838644
992	0.192372062
993	0.192186081
994	0.1919424895
995	0.1916866302
996	0.191542741
997	0.1915144198
998	0.1913825237
999	0.1911823099
